job_id,title,company,city,salary_min,salary_max,currency,date_posted,description
JOB0184,Senior Data Scientist,StackForge,Mumbai,2200000,3850000,INR,2025-02-12,"We are looking for a Data Scientist to join our team. Required skills: Tableau, NumPy, Matplotlib, Seaborn, Data Visualization, Power BI. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0185,Mid Backend Developer,DataWorks,Hyderabad,1050000,2100000,INR,2025-05-31,"We are looking for a Backend Developer to join our team. Required skills: FastAPI, Flask, Redis, Python, Unit Testing, REST. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0186,Junior Data Engineer,CloudAxis,Chennai,575000,1150000,INR,2025-03-08,"We are looking for a Data Engineer to join our team. Required skills: SQL, Kafka, ETL, AWS, GCP, Snowflake. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0187,Senior Backend Developer,CloudAxis,Bengaluru,2100000,3675000,INR,2025-02-03,"We are looking for a Backend Developer to join our team. Required skills: Unit Testing, Django, Redis, Celery, GraphQL, REST. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0188,Mid ML Engineer,CloudAxis,Mumbai,1200000,2400000,INR,2025-01-13,"We are looking for a ML Engineer to join our team. Required skills: AWS, Azure, Python, TensorFlow, Feature Stores, PyTorch. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0189,Mid ML Engineer,AlgoSphere,Hyderabad,1200000,2400000,INR,2025-07-02,"We are looking for a ML Engineer to join our team. Required skills: Kubernetes, Azure, Docker, TensorFlow, Airflow, MLOps. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0190,Senior Backend Developer,CloudAxis,Pune,2100000,3675000,INR,2024-10-28,"We are looking for a Backend Developer to join our team. Required skills: Docker, Celery, Django, FastAPI, REST, PostgreSQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0191,Junior ML Engineer,AlgoSphere,Delhi,600000,1200000,INR,2025-07-10,"We are looking for a ML Engineer to join our team. Required skills: Model Serving, Python, TensorFlow, Feature Stores, FastAPI, Docker. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0192,Junior ML Engineer,BluePanda,Mumbai,600000,1200000,INR,2024-12-14,"We are looking for a ML Engineer to join our team. Required skills: GCP, CI/CD, Azure, Docker, Feature Stores, Model Serving. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0193,Lead Business Analyst,StackForge,Chennai,2700000,4050000,INR,2025-04-05,"We are looking for a Business Analyst to join our team. Required skills: Excel, SQL, Python, Tableau, Storytelling, Data Visualization. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0194,Senior ML Engineer,CloudAxis,Pune,2400000,4200000,INR,2025-02-16,"We are looking for a ML Engineer to join our team. Required skills: Model Serving, Airflow, Kubernetes, Feature Stores, AWS, PyTorch. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0195,Senior Backend Developer,DataWorks,Mumbai,2100000,3675000,INR,2024-10-22,"We are looking for a Backend Developer to join our team. Required skills: Flask, Redis, Django, REST, Unit Testing, Celery. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0196,Lead Data Scientist,StackForge,Bengaluru,3300000,4950000,INR,2025-06-02,"We are looking for a Data Scientist to join our team. Required skills: Tableau, SQL, Machine Learning, Scikit-learn, NumPy, PyTorch. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0197,Mid Business Analyst,NeoByte,Pune,900000,1800000,INR,2024-09-26,"We are looking for a Business Analyst to join our team. Required skills: Statistics, Python, Tableau, Power BI, A/B Testing, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0198,Mid Full Stack Developer,InSight Labs,Mumbai,1000000,2000000,INR,2025-04-21,"We are looking for a Full Stack Developer to join our team. Required skills: Node, Git, REST, JavaScript, Docker, React. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0199,Senior Backend Developer,InSight Labs,Delhi,2100000,3675000,INR,2025-02-14,"We are looking for a Backend Developer to join our team. Required skills: Celery, Python, Django, PostgreSQL, Unit Testing, FastAPI. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0200,Lead Full Stack Developer,TechNova,Pune,3000000,4500000,INR,2025-01-05,"We are looking for a Full Stack Developer to join our team. Required skills: JavaScript, Git, Docker, Node, REST, Express. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0201,Senior Data Scientist,InSight Labs,Chennai,2200000,3850000,INR,2024-09-29,"We are looking for a Data Scientist to join our team. Required skills: Tableau, SQL, Data Visualization, Power BI, Pandas, NumPy. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0202,Senior Full Stack Developer,AlgoSphere,Pune,2000000,3500000,INR,2024-08-31,"We are looking for a Full Stack Developer to join our team. Required skills: React, Node, Git, Docker, PostgreSQL, Express. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0203,Senior Data Scientist,CloudAxis,Bengaluru,2200000,3850000,INR,2025-05-01,"We are looking for a Data Scientist to join our team. Required skills: Seaborn, Deep Learning, NLP, Tableau, NumPy, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0204,Mid ML Engineer,AlgoSphere,Pune,1200000,2400000,INR,2025-04-27,"We are looking for a ML Engineer to join our team. Required skills: AWS, FastAPI, Airflow, Docker, Feature Stores, Kubernetes. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0205,Senior Backend Developer,InSight Labs,Mumbai,2100000,3675000,INR,2025-03-12,"We are looking for a Backend Developer to join our team. Required skills: Redis, Python, GraphQL, Celery, Unit Testing, Docker. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0206,Lead Backend Developer,TechNova,Pune,3150000,4725000,INR,2024-11-06,"We are looking for a Backend Developer to join our team. Required skills: REST, Docker, Flask, Python, Unit Testing, Celery. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0207,Mid Backend Developer,BluePanda,Delhi,1050000,2100000,INR,2025-03-24,"We are looking for a Backend Developer to join our team. Required skills: Unit Testing, Flask, Python, Django, Redis, Celery. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0208,Lead Data Engineer,CloudAxis,Chennai,3450000,5174999,INR,2024-09-11,"We are looking for a Data Engineer to join our team. Required skills: Snowflake, Hadoop, ETL, GCP, Azure, AWS. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0209,Senior Business Analyst,NeoByte,Hyderabad,1800000,3150000,INR,2025-05-17,"We are looking for a Business Analyst to join our team. Required skills: Statistics, A/B Testing, Power BI, Excel, Tableau, Python. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0210,Lead Data Engineer,StackForge,Delhi,3450000,5174999,INR,2025-01-10,"We are looking for a Data Engineer to join our team. Required skills: Hadoop, DBT, Kafka, GCP, Snowflake, Redshift. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0211,Lead Data Engineer,NeoByte,Delhi,3450000,5174999,INR,2024-10-12,"We are looking for a Data Engineer to join our team. Required skills: Airflow, AWS, DBT, GCP, Kafka, Azure. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0212,Lead Backend Developer,BluePanda,Delhi,3150000,4725000,INR,2024-09-20,"We are looking for a Backend Developer to join our team. Required skills: GraphQL, FastAPI, REST, Python, Docker, Unit Testing. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0213,Lead Data Engineer,StackForge,Chennai,3450000,5174999,INR,2024-10-20,"We are looking for a Data Engineer to join our team. Required skills: Hadoop, DBT, GCP, Kafka, Snowflake, Data Warehousing. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0214,Mid Data Scientist,NeoByte,Mumbai,1100000,2200000,INR,2024-09-06,"We are looking for a Data Scientist to join our team. Required skills: Python, Data Visualization, NLP, Scikit-learn, Tableau, Matplotlib. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0215,Lead Data Scientist,AlgoSphere,Chennai,3300000,4950000,INR,2024-10-30,"We are looking for a Data Scientist to join our team. Required skills: Pandas, Data Visualization, Seaborn, NumPy, Python, NLP. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0216,Lead Full Stack Developer,InSight Labs,Delhi,3000000,4500000,INR,2024-09-10,"We are looking for a Full Stack Developer to join our team. Required skills: CI/CD, Node, Express, REST, Git, Docker. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0217,Junior Data Scientist,NeoByte,Delhi,550000,1100000,INR,2025-04-21,"We are looking for a Data Scientist to join our team. Required skills: Power BI, NumPy, Machine Learning, Tableau, Python, Seaborn. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0218,Junior ML Engineer,StackForge,Delhi,600000,1200000,INR,2025-01-03,"We are looking for a ML Engineer to join our team. Required skills: Python, Docker, FastAPI, Airflow, TensorFlow, Kubernetes. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0219,Mid Full Stack Developer,InSight Labs,Delhi,1000000,2000000,INR,2024-11-02,"We are looking for a Full Stack Developer to join our team. Required skills: Docker, MongoDB, Express, Node, TypeScript, React. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
